,Gene Name,D0 vs. D45 Log2 Fold Change,D0 vs. D45 p-value
49056,LOC105369507,-0.505724577,0.364040527
49057,SNRK-AS1,-0.505724577,0.364040527
49059,MTRNR2L6,-0.505724577,0.364040527
49061,FECH,0.439039676,0.36412473
49065,TUG1,-0.435331011,0.364190401
49073,RPL41,-0.428783005,0.36425683
49075,SMYD5,-0.431823086,0.364369386
49076,MIGA2,-0.431854195,0.364423707
49086,SLC15A4,-0.529217663,0.364554013
49090,PAK1,0.42618261,0.364978861
49092,CAMTA1-DT,0.422057599,0.364982547
49093,DICER1-AS1,0.430874763,0.365063263
49105,C18orf65,0.423646571,0.365236013
49106,COX5A,-0.441820252,0.365305442
49107,LOC101928673,-0.50016074,0.365327277
49108,FAM13A-AS1,-0.50016074,0.365327277
49112,ANAPC1,0.441940447,0.365412171
49116,SDCBP2-AS1,0.440618035,0.365505111
49119,RAB22A,-0.43810394,0.365567258
49126,VSX1,0.439230854,0.365658862
49127,TAF1A,-0.43547607,0.365658862
49135,INTS14,-0.436889747,0.365707707
49146,LOXL1-AS1,-0.434522408,0.365832376
49148,LINC01554,-0.493479641,0.365867391
49149,DIABLO,0.422501993,0.365872271
49150,NAA20,0.435071217,0.365890226
49152,HIST1H1C,-0.432560362,0.365911495
49159,MIR1267,-0.511823105,0.366076418
49161,OR8A1,-0.488013106,0.366254345
49162,GABRA1,0.424588249,0.366334685
49163,OR9I1,0.499921701,0.366406509
49165,LINC02655,0.483542672,0.366649817
49167,RAB9BP1,0.483542672,0.366649817
49170,LINC02643,-0.473333942,0.366649817
49172,SUZ12,-0.484884186,0.366905134
49173,ITGB1BP2,0.471937482,0.366905134
49176,MIR4468,-0.467868115,0.366969124
49178,FEZF1-AS1,0.424932909,0.367065831
49179,LINC00903,-0.46846195,0.367116544
49183,SLC35E4,-0.429358009,0.367274885
49185,C17orf97,-0.434631817,0.367315119
49188,METTL7A,-0.455001869,0.367347273
49189,TAZ,-0.450113466,0.367355512
49195,SNORA70,-0.457302616,0.367355512
49204,CPA6,0.447730282,0.367385629
49205,AP1M1,0.450975204,0.367388049
49207,MIR663B,0.420999252,0.367518279
49208,LGALSL,0.42418746,0.367859439
49209,TMEM80,0.420807071,0.368045779
49213,ASH2L,0.428365676,0.368066113
49214,FEZF1,0.420004291,0.368151115
49215,PARD6G,0.429680722,0.368178245
49216,PIM1,0.42236422,0.368250146
49218,MOB1A,0.428218857,0.368278663
49219,SPANXN2,-0.583682791,0.36830158
49227,TKFC,0.430485553,0.368605778
49232,DDB1,0.430485553,0.368605778
49233,DDX54,-0.428739701,0.368654765
49234,MCM2,-0.431912712,0.368654765
49237,DUSP18,-0.430554672,0.368706416
49238,GALNS,-0.427280857,0.368706416
49244,UCHL1-AS1,0.420753489,0.368758531
49246,RASSF2,0.426307026,0.368847208
49248,LINC00968,0.437897533,0.368944429
49250,GCDH,-0.434763332,0.36908643
49252,IRF9,-0.439111997,0.369191645
49256,FOXK1,0.441578086,0.369219424
49257,ZBTB5,0.418691698,0.369386351
49259,LOC730183,0.426124215,0.369433055
49262,SAMMSON,-0.434158452,0.369685058
49265,KCNC4,0.423022116,0.369701246
49268,PHF20,-0.426939675,0.369726203
49269,TTC7B,0.429819283,0.369777135
49271,UBE2E4P,-0.446264832,0.369940505
49273,LMO7-AS1,0.417797584,0.370179613
49276,CHD3,0.453676024,0.370187478
49278,MDGA1,-0.43317657,0.370189539
49279,FGF5,0.422991326,0.370219907
49281,CRKL,0.432213406,0.370223364
49282,LTO1,-0.452473447,0.370296356
49284,PRIMA1,-0.426592156,0.370480242
49286,MIR320C2,-0.553609211,0.370688347
49287,C19orf44,0.436349365,0.370688377
49289,TEX22,0.436812144,0.370778299
49291,F13B,0.464044811,0.37094418
49293,ZNF660-ZNF197,0.422695169,0.37101544
49295,ZNF660,0.422695169,0.37101544
49300,CPT2,-0.434880835,0.371128213
49301,SH3RF3,-0.430504747,0.371128213
49303,COL6A1,-0.430425499,0.371239637
49305,LOC101927822,0.470232647,0.371256713
49306,PPARA,0.437131176,0.371356875
49309,STAT5B,-0.433106871,0.371544652
49310,LYPD3,0.428793666,0.371583316
49311,PSCA,-0.467520464,0.371596234
49314,UCP1,-0.431156948,0.371680398
49317,SNORD64,-0.533565027,0.371738273
49318,TPM1-AS,-0.42387554,0.371760671
49320,C21orf62,0.475400249,0.371943201
49324,ALDH5A1,-0.421157318,0.372080123
49327,EQTN,0.492313739,0.37210298
49328,SNORD96B,-0.50518518,0.3721735
49330,KRTAP25-1,0.512928431,0.37223391
49331,PPEF1-AS1,-0.521161575,0.372265759
49332,OR4N2,0.524959491,0.372306336
49333,BRD7P3,-0.491859963,0.372306336
49334,CCAT1,-0.491859963,0.372306336
49336,SNORD155,-0.510924059,0.372306336
49341,KIF14,0.420855171,0.372319793
49342,THUMPD1,0.429775043,0.372356465
49343,FAM53A,-0.431604901,0.372356465
49345,CRYM-AS1,-0.442445588,0.372386272
49346,APH1B,-0.431562243,0.372487662
49347,RANGAP1,-0.442791819,0.372571801
49350,PBX1,0.415218156,0.372634697
49356,LOC101927502,-0.413314681,0.372924442
49357,PRKAG2-AS1,0.4253361,0.372937868
49358,ZDHHC6,0.42989814,0.372943528
49364,CAMK1G,-0.429651189,0.372999678
49365,NPSR1,0.445333706,0.373093061
49368,VCX2,-0.734401085,0.373156921
49369,LRP5,-0.44854465,0.373328223
49371,GEM,0.422074659,0.373376326
49373,COL5A1,-0.427557309,0.373402139
49375,LSM11,0.424260221,0.373421518
49376,ATP10A,0.436680724,0.373517481
49377,BNIP3,0.424359953,0.373539494
49378,LINC00884,0.423700164,0.373597327
49379,TP53INP2,0.425494506,0.373600067
49380,FOXK2,0.431981388,0.373696175
49381,MAGEB2,-0.446644978,0.373714858
49384,FAM207A,-0.446644978,0.373714858
49385,ZBED5,0.417465231,0.373802927
49387,WFDC10A,0.461014599,0.373853794
49389,DDX3X,0.418714354,0.373956324
49393,LINC02268,-0.447306861,0.373998238
49394,SNRNP35,-0.447306861,0.373998238
49398,PCYT2,-0.425355749,0.374102556
49400,PNPLA2,-0.425355749,0.374102556
49401,PMF1,-0.425573653,0.374198345
49402,PMF1-BGLAP,-0.425573653,0.374198345
49408,G6PD,0.425551225,0.374271362
49410,SNAI1,-0.425417118,0.374345829
49411,FAM8A1,-0.420960318,0.374359595
49412,LINC00311,-0.448849836,0.37463781
49414,SNORD24,-0.433057321,0.374998305
49423,ISYNA1,-0.422264495,0.375237376
49429,NSMCE4A,-0.429440137,0.375304365
49431,ATXN7L2,0.418679161,0.375417856
49434,CDC6,-0.431254267,0.375422542
49435,SRRM3,0.42874177,0.375468551
49437,TNRC18,0.420091255,0.375521828
49438,NKX3-2,0.412898518,0.375545644
49439,S100A13,0.423544184,0.375558397
49440,SS18L1,0.430276585,0.375568868
49446,TFCP2,-0.427003653,0.375671528
49449,TOR2A,-0.419956041,0.375709494
49457,MAL,0.430569064,0.375776613
49461,CXorf21,0.46309702,0.375828369
49462,LRRC14,-0.426848238,0.375884211
49466,MGRN1,-0.421965393,0.375925412
49473,UBE2Q2P1,-0.437128048,0.376099216
49474,DLL3,-0.437128048,0.376099216
49475,EID2,-0.437128048,0.376099216
49477,ZFAND2A,0.426506757,0.376115273
49482,POLR3B,0.423498938,0.376550342
49483,CLCA2,-0.461316462,0.376558549
49484,NLGN1-AS1,0.44624397,0.376665967
49486,DENND2D,-0.470181385,0.376826234
49487,MORC2,-0.422955204,0.376846718
49489,OS9,0.415863354,0.376908889
49490,AGPAT4,0.413806118,0.376913841
49491,MKRN2,0.42002553,0.376992859
49497,FGF22,-0.43762042,0.377146532
49499,SMIM29,-0.420751996,0.377173401
49500,RAET1K,-0.420751996,0.377173401
49505,SCOC-AS1,0.410752593,0.377312183
49507,LINC01063,-0.421357795,0.377346322
49508,TRIM11,-0.420526021,0.377360442
49509,LINC01985,-0.473291469,0.377402379
49510,HSPA8,0.412931492,0.377471967
49512,LINC01220,-0.415467908,0.37755151
49513,CWH43,0.4356642,0.377560094
49514,ALYREF,-0.426098143,0.377571447
49516,ANTXR1,0.41999266,0.377811684
49519,PAF1,-0.418696318,0.377858883
49522,MIR423,-0.44319606,0.37803198
49523,MIR3184,-0.44319606,0.37803198
49524,CYBB,-0.476974936,0.378037602
49526,POLH,0.424920633,0.378157357
49535,ANAPC5,0.427771186,0.378412461
49540,C3orf18,-0.419566122,0.378641172
49543,MIR4693,0.443800503,0.378735155
49544,KRTAP20-3,0.495407923,0.37873642
49545,ZNF780B,-0.498051127,0.37873642
49547,CRABP1,-0.428788823,0.378936915
49548,SETX,-0.420401223,0.37896993
49552,LINC00348,-0.47748591,0.379110209
49553,ACKR3,-0.436352506,0.379134121
49554,IRF2BP1,-0.4197966,0.379280805
49556,TCTN2,-0.428631479,0.379337824
49557,SMTNL2,-0.428631479,0.379337824
49560,MIR505,0.448241576,0.379463562
49561,HAO1,-0.505412968,0.37949969
49562,RILP,-0.418706631,0.379503849
49565,SH3RF3-AS1,-0.430252872,0.379750063
49566,LOC101929579,-0.455330683,0.379827988
49568,SLC6A10P,-0.90558069,0.379829969
49569,LINC00999,-1.072029216,0.379829969
49571,FAM74A7,-1.072029216,0.379829969
49572,LOC647264,1.022911757,0.379829969
49573,LOC102724421,-0.502675515,0.379903476
49574,CPLX4,-0.482824458,0.379903476
49576,SNAR-H,0.517810731,0.379903476
49578,EGLN3,0.412771914,0.379996796
49580,COL4A3,0.41855173,0.380052139
49581,COL4A4,0.41855173,0.380052139
49582,TAF10,0.412440345,0.380204994
49583,BEX2,0.415703329,0.380300382
49587,IBSP,0.51720182,0.380318879
49590,ARMC9,0.417857898,0.380462742
49601,MS4A3,0.45781892,0.380558184
49604,AGAP11,0.414412336,0.380637963
49605,CD58,0.417127692,0.380650204
49607,OR6C68,0.532950257,0.380741189
49608,OR52K2,-0.512288487,0.380741189
49609,SSX7,0.678209474,0.380773073
49611,FUBP3,-0.4490657,0.380896026
49612,DUSP1,0.413558078,0.380921956
49618,SPP1,0.422867226,0.381044825
49622,PHB2,0.418985432,0.381084668
49623,EOMES,-0.410199841,0.381121614
49625,TMOD2,0.424228346,0.381201367
49630,DPP9,-0.42042041,0.381282448
49637,SMIM32,-0.418017869,0.381524992
49639,ZNF667,-0.524996599,0.38156995
49641,LOC102724357,-0.524996599,0.38156995
49642,SKI,0.410657978,0.381778178
49643,BTF3P11,-0.467130819,0.381815764
49644,LINC00644,-0.467130819,0.381815764
49645,LINC00326,-0.467130819,0.381815764
49646,RTL3,0.476338334,0.381815764
49647,KHDRBS2,0.453060976,0.381921111
49654,MIR513B,0.622496591,0.381928837
49655,COLGALT1,-0.430816342,0.381935246
49656,GRK2,-0.430816342,0.381935246
49657,POSTN,0.438241207,0.382119247
49659,SFTPA2,-0.574875294,0.382245359
49660,FOXL2,-0.412780094,0.382271744
49661,OR51J1,-0.450639911,0.382285778
49662,OR4D6,-0.450639911,0.382285778
49663,FAM166A,-0.450639911,0.382285778
49664,MEGF10,-0.413250117,0.382293931
49669,HOXC13-AS,-0.419353675,0.382401383
49670,IL3RA,-0.578723625,0.382421453
49671,SLCO6A1,-0.430724734,0.382463676
49675,ASB1,0.41960651,0.382541443
49680,SERP2,-0.421217813,0.382714357
49685,MIR1322,-0.483457504,0.382784945
49687,SYNPR,-0.483457504,0.382784945
49688,XPO5,0.422271917,0.382891107
49690,BTBD2,-0.435958068,0.383104961
49692,FLJ42969,0.459890743,0.383105566
49694,TBC1D20,0.425708617,0.383181257
49696,NDUFA2,0.419584459,0.383314918
49699,MYCBP2-AS1,-0.466190933,0.383315877
49700,GPR174,0.479337466,0.383315877
49702,ANP32E,0.416008655,0.383476061
49705,MMP17,-0.42238752,0.383601144
49706,EDF1,-0.424605588,0.383788246
49707,ABTB1,-0.415005232,0.383852182
49709,EFL1P1,-0.434325441,0.383961258
49710,MDK,-0.412281586,0.383969146
49711,SDHB,-0.415857789,0.384032208
49712,NECAB2,-0.426332529,0.384043099
49715,CRAT,-0.411799684,0.384129047
49722,PDCD7,-0.429715861,0.3843073
49723,PTPA,-0.411451756,0.384414398
49725,MIATNB,-0.415472036,0.38441471
49726,HECTD2-AS1,-0.484892741,0.38448488
49727,MIR6509,-0.449582025,0.384489252
49728,ZNF516,0.407232118,0.38455336
49733,DENND5A,0.412976805,0.384601799
49734,SNHG21,-0.427357408,0.384608445
49745,GMCL1,0.41441125,0.384652572
49749,DCX,0.416498114,0.38473873
49755,TMEM198,-0.40702629,0.38494893
49757,LINC01210,0.420318243,0.385021362
49758,MIR6089,0.415749099,0.385101723
49759,TCP11L2,-0.409899181,0.385142468
49764,LSM2,-0.427136794,0.385242882
49795,TREX1,-0.414472348,0.38549156
49796,LZTR1,-0.421463304,0.385704461
49797,AKR1C8P,-0.473121651,0.38581958
49802,LOC101927814,0.420185882,0.385958217
49803,TUBA8,-0.432921118,0.385982884
49806,RHBDL3,-0.417455567,0.386367552
49810,SHISA4,-0.423422632,0.386635333
49813,LOC100129917,0.405012696,0.386774999
49815,DCXR,-0.416831477,0.386779757
49817,DCXR-DT,-0.413450242,0.386779757
49819,ENKD1,-0.414081351,0.386943419
49821,REPIN1,0.408752509,0.38695915
49822,CALB1,0.402803009,0.386976428
49826,PSRC1,0.40765599,0.387052352
49827,LENG1,0.409807262,0.387145757
49829,DUSP26,0.416159685,0.387280456
49830,IFT172,-0.414205326,0.387295634
49831,LOC102723883,0.483210773,0.387351813
49836,PIH1D3,0.405535012,0.387421557
49841,KRTAP23-1,0.447939519,0.387551117
49842,RETREG2,0.411248358,0.387747979
49844,NUP62,-0.416581368,0.387788113
49845,MIR3655,0.417104225,0.387788113
49849,IK,0.417104225,0.387788113
49855,MAVS,0.4153097,0.387794298
49859,LOC105373562,0.410288315,0.387935417
49865,BGLT3,0.468033021,0.388091828
49868,P2RY12,0.445173427,0.38813215
49869,LINC01450,0.452661074,0.38813215
49870,LRWD1,-0.420990935,0.388217073
49871,PDLIM7,-0.403671082,0.388221757
49874,LOC100130987,-0.417212153,0.38831781
49881,TPI1P3,-0.462856023,0.388837303
49882,MIR223,-0.462856023,0.388837303
49883,CHTOP,0.410900707,0.388847377
49884,ZBED5-AS1,0.405258683,0.388884482
49885,SLC6A17,-0.423065975,0.388910161
49886,FSHR,-0.429293164,0.388910161
49887,LINC01144,-0.409596061,0.389065967
49888,FOXL2NB,-0.407157746,0.389065967
49889,MIR2052,0.450974239,0.389067614
49890,OR1S2,0.508885087,0.389117074
49891,VPS28,-0.414895819,0.389153888
49892,UNC5A,0.419703107,0.389153888
49893,CNEP1R1,0.412024036,0.389220776
49896,CLYBL,-0.404875968,0.38938836
49897,LOC102724020,-0.443551737,0.389397054
49898,EIF3IP1,-0.443551737,0.389397054
49899,MMACHC,-0.409647395,0.389438699
49902,LOC105376306,-0.41189381,0.389443572
49903,LRRC34,0.406353911,0.389508753
49909,MIR491,-0.458622453,0.389635771
49913,CRNDE,0.401080785,0.389730232
49915,RITA1,-0.414639746,0.389902705
49916,JOSD2,0.412084868,0.38997437
49918,CHMP4C,-0.40823558,0.390052143
49919,LOC101927358,-0.450716317,0.390087141
49920,LOC101927296,-0.450716317,0.390087141
49922,VTI1A,0.414137101,0.390139318
49928,NIPSNAP3B,0.40414115,0.39014994
49929,HNRNPH3,0.402020772,0.390156239
49933,CBR1,0.426991333,0.39045002
49934,ABCF1,-0.41774887,0.39045002
49938,LOC101927446,-0.480855195,0.390492916
49939,CDPF1,0.428893413,0.390620323
49940,ATP5F1C,0.400922981,0.390641859
49941,MMP7,-0.455855389,0.390820436
49944,CCDC163,-0.407708751,0.390929393
49953,IL17RC,-0.412978487,0.391027117
49955,NARS,0.406822508,0.391096304
49956,BRD3,0.405320738,0.391118107
49958,SSU72,-0.422070563,0.391335199
49959,NDUFV3,0.408881395,0.391376819
49961,PIGV,-0.41065483,0.391398935
49962,LINC01822,-0.461122565,0.39141522
49965,CBLN4,-0.461122565,0.39141522
49966,LPAR3,-0.40484685,0.39150353
49967,MEN1,-0.412569584,0.391522688
49969,C11orf24,-0.413360752,0.391541573
49972,CCDC175,0.407315834,0.391594205
49992,B3GAT1,-0.412569163,0.391703524
49996,HES1,0.39939633,0.391765458
49998,DPYSL4,-0.414647069,0.391830846
49999,TMEM132A,0.411803601,0.391941655
50001,FLJ22447,-0.421841959,0.391948107
50002,SRCAP,0.407673044,0.391973941
50007,AURKAIP1,-0.408266729,0.392125
50017,ANAPC1P1,-0.514290439,0.39226671
50018,HSFY1P1,-0.514290439,0.39226671
50019,ARPC5L,-0.410559413,0.392305222
50021,RBM12B,0.401685406,0.392308948
50028,NUDT2,0.405181054,0.392506322
50029,KCND3,0.411628151,0.39250884
50041,FZD3,0.404609684,0.392638201
50042,MITD1,0.411047343,0.392740689
50048,RBMS1,0.397898962,0.392774472
50055,SART3,-0.402207211,0.392850855
50062,LINC02424,-0.447298028,0.392955563
50063,LINC01609,0.404681548,0.392959842
50064,FOXD4L5,-0.742922418,0.393101015
50065,CT47A12,-0.742922418,0.393101015
50066,CT47A9,-0.742922418,0.393101015
50067,CT47A6,-0.742922418,0.393101015
50068,C18orf61,-0.742922418,0.393101015
50069,ANKRD62P1-PARP4P3,0.846870626,0.393101015
50070,CT47A3,-0.742922418,0.393101015
50071,CT47A11,-0.742922418,0.393101015
50072,CT47A2,-0.742922418,0.393101015
50073,CT47A8,-0.742922418,0.393101015
50074,CT47A1,-0.742922418,0.393101015
50075,CT47A4,-0.742922418,0.393101015
50076,TRIM64B,-0.742922418,0.393101015
50077,CT47A5,-0.742922418,0.393101015
50078,CT47A10,-0.742922418,0.393101015
50079,CAMTA1,0.398744758,0.393137913
50082,RNF24,0.403770737,0.393141185
50086,LOC101060553,0.40763839,0.393290067
50091,LINC00333,0.44021224,0.393423616
50093,LINC02468,0.499072356,0.393486046
50097,TRNAU1AP,-0.409983224,0.393719113
50110,ANTXRL,0.437349365,0.393941269
50111,TH,-0.443751885,0.393941269
50114,LINC01364,-0.43471678,0.393941269
50123,MAP2K6,-0.41675626,0.394103908
50124,LINC02608,0.395759137,0.394160018
50125,TUBB2B,0.398038892,0.394202809
50128,COTL1,-0.402905827,0.394310539
50131,LINC02488,0.441440965,0.394570978
50132,KCNQ5-AS1,-0.448258751,0.394570978
50134,CALHM5,-0.424238499,0.394631776
50137,MIR891B,0.574497324,0.394677636
50138,LOC101929721,-0.565611041,0.394677636
50154,PAIP2,-0.404597719,0.395058988
50155,EDNRB,-0.469650847,0.395301791
50156,ANKFY1,-0.411509304,0.395345639
50159,SEPHS2,-0.429652577,0.395367146
50160,ATF6,-0.429652577,0.395367146
50162,SOX8,-0.413256061,0.395413304
50163,PBLD,0.39669687,0.395429412
50164,CENPU,0.399155253,0.395439137
50166,SERPINB9,-0.444374077,0.395441459
50170,ISCU,-0.405123595,0.395837436
50174,GRIK2,0.405445936,0.395884055
50177,LINC02620,-0.421174495,0.395904988
50178,MIR4655,0.424316186,0.395904988
50179,LINC01087,-0.568523479,0.39591553
50183,MIR452,-0.48809906,0.395921637
50184,MUC1,-0.406297324,0.396034997
50203,KIF24,0.40047517,0.396058067
50204,C19orf12,0.416281471,0.396070855
50206,CCNDBP1,-0.408498392,0.396203734
50211,OR4K1,0.450262264,0.39625544
50212,TOR1B,-0.420957788,0.396332195
50213,MIR193B,-0.420957788,0.396332195
50217,LOC105378305,0.452114307,0.396398413
50218,LOC100129138,0.452114307,0.396398413
50220,LOC101593348,0.396690069,0.396490138
50228,PPP4R1L,-0.406679459,0.396532867
50230,FLT3,0.409654546,0.396532867
50232,PPP3CB-AS1,0.407750931,0.396548699
50240,TAP2,-0.413817743,0.396952032
50241,C16orf86,-0.401989359,0.397004967
50243,STARD9,0.397155085,0.39711929
50244,LINC00602,0.400734686,0.397132441
50249,IQCE,-0.415281511,0.397207431
50264,MAD2L1BP,-0.428315745,0.397256219
50265,SCARNA7,-0.483757676,0.397305335
50266,MIR377,-0.483757676,0.397305335
50269,PMCHL1,-0.690971747,0.397384733
50270,GZMK,0.458096579,0.397405084
50271,NAA60,-0.445128992,0.397405084
50272,RHAG,0.458096579,0.397405084
50273,TTC9,0.404030121,0.397430181
50274,NUP160,0.412924788,0.397484181
50276,DAPK2,-0.420417914,0.397586096
50278,6-Mar,0.394447122,0.397695109
50281,RIMKLA,0.414089599,0.397743534
50282,BOP1,-0.407894424,0.397744723
50283,C9orf139,-0.407894424,0.397744723
50299,GSTA1,-0.610639801,0.398020732
50301,ECRP,-0.610639801,0.398020732
50302,ECT2L,-0.408959055,0.398038803
50304,PLXNB2,-0.413573068,0.398038803
50305,HSF1,-0.402477286,0.398104183
50310,PNPLA3,-0.403974416,0.398285168
50313,GET3,-0.404624683,0.398362825
50314,POLR1B,0.401678602,0.398396944
50320,TMEM35B,-0.429230839,0.398447222
50321,WASIR2,-1.251978247,0.398498691
50326,UBE2C,0.403803167,0.398557116
50328,MED13,0.401743454,0.398595329
50330,SENP2,0.397543389,0.398780526
50331,GYPA,-0.49585727,0.398818589
50334,MSMB,-0.49585727,0.398818589
50336,LINC01793,-0.452302973,0.39888374
50337,THRSP,-0.452302973,0.39888374
50338,SAMD11,0.415316417,0.398977503
50339,PGLS,-0.413345012,0.399056896
50340,AK6,0.396668429,0.399057977
50343,CNPPD1,0.399490783,0.399145919
50352,MIR3606,0.43448963,0.399535844
50353,ADHFE1,0.398005005,0.399565743
50354,TMEM14A,0.398005005,0.399565743
50355,RPL10A,-0.408021364,0.399598819
50356,ARC,0.396379715,0.399631266
50357,LINC00363,-0.459639453,0.399638026
50358,LNCSRLR,-0.459639453,0.399638026
50360,LOC101927082,-0.446115414,0.399638026
50363,RPUSD1,-0.406135889,0.399678574
50374,ZKSCAN2,0.40137956,0.399792956
50377,CCND1,-0.400915706,0.4000551
50379,MIR8053,0.440677998,0.400250394
50380,MIR544B,-0.428981489,0.400250394
50381,NAALADL2-AS3,0.467812829,0.400283671
50390,GTPBP4,-0.407986801,0.400449277
50391,ARL4C,0.395157459,0.400474755
50392,AOPEP,-0.406667576,0.400475072
50393,OR1L1,-0.491537142,0.400477985
50395,MIR335,-0.491537142,0.400477985
50396,ACADS,-0.410538506,0.400486598
50398,KCNE4,-0.409963257,0.400496246
50399,CLMN,-0.409963257,0.400496246
50401,WBP1L,-0.397249696,0.400567605
50402,KIN,0.393034043,0.400706987
50409,TAF9,0.396942192,0.400824557
50411,LINC01344,0.468934155,0.400880801
50427,PPP3CB,0.398261345,0.401216727
50429,DCAKD,-0.399574188,0.401216727
50433,NMT1,-0.399574188,0.401216727
50443,LYNX1-SLURP2,-0.405141571,0.401413554
50449,HNMT,-0.406699264,0.401603728
50455,LOC102723604,-0.473044502,0.401809314
50456,LINC01387,-0.473044502,0.401809314
50460,MEX3B,0.389440012,0.402160282
50465,LINC00548,-0.462051987,0.402220918
50466,REG1A,-0.462051987,0.402220918
50467,ADARB1,-0.43910315,0.40227138
50472,SCTR,-0.421912549,0.40243646
50473,BAG4,0.399399184,0.402593257
50476,GJC2,-0.415479711,0.402594127
50477,NRGN,0.391861313,0.402632142
50479,SLIT1,0.404795215,0.402689504
50480,LOC100507551,-0.403722759,0.402834361
50481,HIST1H4E,-0.400404339,0.402870859
50482,TAMM41,0.399106371,0.402888656
50497,C11orf1,-0.394002029,0.402891969
50498,TTC4,-0.413320087,0.40293418
50499,ASB2,-0.42297275,0.402959354
50500,LOC100288254,0.396990723,0.4029872
50502,FAM13B,-0.398567682,0.403005883
50503,LOC100130172,-0.398567682,0.403005883
50506,EHD4,-0.39610861,0.403100397
50508,CBX2,-0.403008463,0.403140152
50510,PPP1R11,0.397016414,0.403290596
50511,MRPL30,0.402385553,0.40331397
50517,DCAF4L2,-0.43783603,0.403568057
50518,PIP4K2B,0.397048106,0.403660173
50519,LOC105370943,-0.408097253,0.403671319
50520,B3GALT5-AS1,0.403753918,0.403674327
50522,MIR6869,0.403632082,0.403768093
50523,MAPKAP1,-0.402876385,0.403879343
50529,SOSTDC1,0.397900887,0.403996256
50530,KLHL36,-0.413048497,0.404008325
50532,GABRG1,0.389370663,0.404014748
50533,PSMA7,0.405628101,0.404029697
50534,CHST15,-0.40161081,0.404080117
50536,YIPF3,-0.401607961,0.404182633
50538,OMD,-0.532416051,0.404309915
50539,GSDMC,-0.532416051,0.404309915
50540,DNAJA3,-0.405763315,0.404371832
50543,MIR1184-2,-1.778489507,0.404424277
50544,KRT17P2,-1.778489507,0.404424277
50546,MIR1184-3,-1.778489507,0.404424277
50547,LOC107987389,-1.778489507,0.404424277
50548,CENPVL1,-1.778489507,0.404424277
50549,CENPVL2,-1.778489507,0.404424277
50552,USP17L1,-1.778489507,0.404424277
50555,MIR1184-1,-1.778489507,0.404424277
50556,PRKY,-1.778489507,0.404424277
50558,DEFB107B,-1.778489507,0.404424277
50560,MIR6077,-1.778489507,0.404424277
50564,LOC101927141,-0.422020491,0.404474418
50566,KMT2A,0.388619885,0.404675398
50568,KHDRBS1,0.397439952,0.404678585
50572,SPANXN4,-0.456535027,0.404919577
50573,MIR2052HG,-0.443259876,0.404919577
50574,ZBTB8A,-0.411319575,0.404967506
50578,CCZ1P-OR7E38P,0.40320492,0.405076728
50580,CZ1P-ASNS,0.40320492,0.405076728
50581,LOC105369391,-0.398825782,0.40520017
50582,LOC101928042,0.501800956,0.405310125
50583,MIR548XHG,0.501800956,0.405310125
50584,ASCC1,-0.402839439,0.405416053
50598,GID8,-0.40175778,0.405613984
50599,PLA2G4E-AS1,-0.396498999,0.405621902
50600,THAP3,-0.410218672,0.405651992
50601,PLD2,-0.404828982,0.405651992
50603,ARL10,-0.404828982,0.405651992
50606,LOC100287042,-0.406001327,0.40570333
50615,MYOSLID-AS1,0.40893288,0.406053813
50618,ATF5,-0.398439565,0.40612243
50619,MIR3944,0.401118814,0.406148718
50620,DNAAF5,-0.410674112,0.406162156
50638,TAB3-AS1,-0.438224653,0.406374105
50640,OR13H1,-0.45214003,0.406374105
50641,MRPL24,-0.395335723,0.406393748
50646,LOC153684,0.392513657,0.406482584
50647,HLA-L,-0.40869703,0.406515269
50648,BCDIN3D,-0.40869703,0.406515269
50649,LGI4,-0.40869703,0.406515269
50650,RNF145,0.390682466,0.406516822
50651,MIR132,0.40464962,0.406563859
50656,MIR582,-0.442794532,0.406954098
50657,LOC105372795,-0.442794532,0.406954098
50692,FOS,-0.38940035,0.407083947
50698,MIR124-3,-0.397927219,0.407536535
50700,CLTA,0.393732168,0.407633079
50710,LOC101928847,0.40096427,0.407635364
50711,PCARE,0.428675205,0.407699002
50712,LOC105377162,-0.432839438,0.407699002
50713,LOC101927374,-0.432839438,0.407699002
50715,TMEM184B,-0.409302242,0.407916443
50717,SHOC2,0.383323687,0.407934748
50723,NOP9,-0.402414958,0.408067485
50731,CHRND,-0.398147347,0.40807906
50732,NDUFA1,0.405562046,0.40807906
50733,LINC01192,0.438535772,0.40810925
50734,C2CD4C,-0.414299505,0.40815456
50735,SP9,-0.394369879,0.408410687
50737,TUT1,0.398648628,0.408428169
50739,PLEKHG7,-0.408534736,0.408492958
50740,RAI1-AS1,-0.447838816,0.408581979
50743,RECQL4,-0.399382754,0.408610087
50744,BMPR1B-DT,0.389817452,0.408642663
50745,PCDHGC5,-0.417036012,0.408668995
50746,PSMC1,-0.424977015,0.408668995
50747,ABCC1,-0.424977015,0.408668995
50748,WT1-AS,-0.393970711,0.408683907
50751,TMEM115,-0.393970711,0.408683907
50752,MIR603,-0.486839741,0.408824137
50753,LINC00501,-0.486839741,0.408824137
50756,TOB2,-0.386721865,0.408899703
50757,NUCKS1,-0.386721865,0.408899703
50759,GOLPH3L,0.399879806,0.409045407
50761,CDC37,-0.402451313,0.40909009
50762,MIR1181,-0.402451313,0.40909009
