,Gene Name,D0 vs. D45 Log2 Fold Change,D0 vs. D45 p-value
18692,MIR1250,-1.377366771,0.007198215
18693,CRIP2,-1.304733439,0.0072001
18694,GPATCH4,-1.35692602,0.007201349
18695,GABRD,-1.35692602,0.007201349
18698,RPS7,-1.300566797,0.007207902
18700,ZNF182,1.337188751,0.007215468
18703,TBXT,-1.289439584,0.007221977
18706,CPNE3,1.265647081,0.007225748
18707,KCNJ16,-1.410674788,0.00723043
18711,ZNF438,1.269302858,0.007240118
18719,BBS9,1.263242748,0.007248734
18722,PLEKHS1,-1.481052775,0.007251028
18723,PTX4,-1.45417472,0.007251028
18724,MIR3688-1,-1.481052775,0.007251028
18727,NRON,-1.45417472,0.007251028
18728,MIR34A,-1.45417472,0.007251028
18729,CPZ,-1.305857211,0.007254806
18731,ALK,-1.456453771,0.007259645
18734,TCTEX1D4,-1.293241909,0.007274009
18735,HHLA3,1.262463272,0.007282958
18755,LOC100288208,1.352660177,0.007283471
18756,SLF1,1.265465311,0.007283618
18757,PDK3,1.26634247,0.007285641
18758,CNTN4-AS1,-1.363823634,0.007292633
18759,AHSA2P,1.272026098,0.007295052
18766,CNTNAP4,1.304982005,0.007310445
18782,LOC101928398,-1.528895305,0.007347312
18783,EBLN2,-1.528895305,0.007347312
18784,SNORA47,-1.528895305,0.007347312
18785,LINC00967,-1.528895305,0.007347312
18786,LINC01812,-1.528895305,0.007347312
18790,TMEM233,-1.409571773,0.007347963
18791,SLC25A18,-1.429153389,0.007347963
18792,RUSC1,-1.320004466,0.007368637
18793,HS6ST2,-1.365928887,0.00736962
18795,PSPN,-1.383274121,0.007370672
18797,PELI1,1.264726545,0.007383419
18798,SLC15A1,-1.358092994,0.007388248
18800,AHNAK2,-1.346704178,0.007388248
18801,MIRLET7A2,-1.561458718,0.007389182
18802,MIR512-1,-1.607006248,0.007389182
18803,SERPIND1,-1.561458718,0.007389182
18804,MIR8052,-1.561458718,0.007389182
18805,CD8B2,-1.607006248,0.007389182
18806,OR12D3,-1.607006248,0.007389182
18807,MIR512-2,-1.607006248,0.007389182
18808,GANAB,-1.561458718,0.007389182
18809,SNORD146,-1.607006248,0.007389182
18810,DIRC3-AS1,-1.607006248,0.007389182
18812,OR5C1,-1.561458718,0.007389182
18813,MIR4753,-1.561458718,0.007389182
18816,SNORD116-22,-1.561458718,0.007389182
18818,MRPS17,1.295010127,0.007393985
18821,ZNF587B,-1.372106743,0.00739931
18829,PICALM,1.257623303,0.00743713
18833,NEUROD4,1.275867589,0.007440173
18834,BLZF1,1.263390926,0.007441645
18835,GEMIN7,-1.325578247,0.007446339
18838,RPS29,1.268694487,0.007451576
18839,EXT1,1.260932439,0.007452213
18840,LINC01504,-1.319793807,0.007453421
18843,GLB1L3,-1.313342116,0.007457167
18844,GPX2,-1.435147369,0.00745951
18848,CCNI2,-1.348247552,0.007463676
18853,PRR16,1.257807895,0.00747203
18854,C11orf45,-1.296539337,0.007475852
18855,CENPN,1.266201993,0.007476373
18860,ZNF674-AS1,1.314441815,0.007477133
18861,BDNF-AS,1.259127932,0.007478954
18866,VANGL1,1.295068552,0.00748089
18869,LINC01678,-1.430780612,0.007487058
18870,TFF1,-1.453798987,0.007487058
18871,SCARNA1,-1.5462112,0.007487748
18872,SLC36A3,-1.5462112,0.007487748
18873,MIR12135,-1.5462112,0.007487748
18877,SLC1A4,1.283242122,0.00749096
18879,FOXP1,1.276286823,0.007497927
18883,LIN7C,1.258667841,0.007512188
18887,SNORD3J,-1.637716708,0.007522787
18888,NAAA,1.265207155,0.007523596
18891,NPFFR1,-1.367160664,0.00752547
18892,LRRC2,-1.367160664,0.00752547
18897,SDCBP,1.256989039,0.007528506
18903,KIAA0825,1.25818606,0.007535554
18906,TRPC6,1.261723949,0.007540423
18907,SFTPB,-1.40793857,0.007540968
18908,LINC02513,1.458300822,0.007540968
18911,HACL1,1.258810368,0.007553717
18916,NMRK1,1.252825315,0.007558936
18920,NUDCD1,1.25117792,0.007559986
18921,RMDN1,1.259759397,0.007567729
18922,ENY2,1.250890919,0.007573721
18926,ST6GALNAC3,1.256960596,0.007579492
18936,ZNRF2P1,1.320760643,0.007591345
18937,PDK4,1.266382751,0.00759309
18941,PPP4R3A,1.2703631,0.007605653
18942,TWIST2,-1.298688884,0.007610975
18944,RPAP3,1.288969766,0.007616367
18947,RAP2A,1.248472327,0.00761818
18948,TSPEAR-AS1,-1.437841064,0.007618266
18949,KRTAP10-2,-1.462016638,0.007618266
18951,TREM2,-1.437841064,0.007618266
18953,SLFNL1-AS1,-1.437841064,0.007618266
18954,KIAA1656,-1.437841064,0.007618266
18955,METTL2B,-1.319175379,0.007621836
18960,LINC01763,1.273902759,0.00762559
18961,PON2,1.262721643,0.00762676
18964,7-Mar,-1.56614,0.007640455
18965,PCDHGB3,-1.56614,0.007640455
18966,LOC101929653,-1.56614,0.007640455
18967,GALNT15,-1.56614,0.007640455
18969,LDHD,-1.328536242,0.007649121
18972,EHF,-1.460405166,0.00764989
18973,LINC01741,-1.488323515,0.00764989
18976,PSMA2,1.264330084,0.007654699
18977,KRTAP5-4,-1.674861609,0.00765681
18978,LOC100129636,-1.674861609,0.00765681
18980,PIK3CD,-1.332653423,0.007658485
18983,MYBL1,1.25639615,0.0076639
18986,PTGER2,1.26917139,0.00766683
18987,LINC01574,-1.323718952,0.007667917
18988,TRHDE,1.255756581,0.007674609
18989,METTL8,1.256629923,0.007689832
18995,LOC441086,1.265735155,0.007694344
18996,LINC02609,1.272875694,0.007700767
18998,MAGI3,1.254611859,0.007708362
19000,CENPW,1.257061701,0.007714007
19003,NME7,1.256711326,0.007715317
19006,SLC44A2,-1.362259061,0.007727005
19007,DCUN1D1,1.267154162,0.007730215
19009,RARS2,1.259493591,0.007736713
19020,ZNF224,1.363475273,0.007771001
19022,OSTF1,1.248230144,0.007775789
19023,LACRT,-1.418413888,0.007791604
19024,C19orf71,-1.418413888,0.007791604
19026,LINC01655,-1.38128773,0.007794146
19027,LOC644285,-1.38128773,0.007794146
19030,RNU5D-1,-1.340764215,0.007801054
19031,TYW1,1.269694725,0.007801164
19032,LOC105371880,-1.470642433,0.007805451
19033,NBPF10,-1.500281524,0.007805451
19034,LOC338963,-1.470642433,0.007805451
19036,APOBEC3C,-1.500281524,0.007805451
19037,SKOR1,-1.313059287,0.00780885
19038,CNTN6,1.319959045,0.00780902
19055,GTF2E2,1.257679013,0.007820778
19056,SNORD114-8,-1.888538167,0.007829081
19058,LINC01535,-1.888538167,0.007829081
19059,KRTAP9-6,-2.00240023,0.007829081
19062,RNVU1-6,-1.329175944,0.007829205
19063,ELP3,-1.540175519,0.007830317
19064,ADAM7,-1.504706748,0.007830317
19065,ADAM3B,-1.540175519,0.007830317
19066,PCDHGA2,-1.540175519,0.007830317
19070,LOC101928068,1.252139075,0.007843176
19071,MSH4,-1.30371276,0.007851663
19072,IL1F10,-1.435414538,0.007854789
19073,OPRL1,-1.391666075,0.007860675
19075,LOC101928358,1.249223428,0.007863169
19076,ZNF674,1.300776318,0.007865321
19081,AMDHD1,1.276477909,0.0078779
19083,TTC39A,-1.326425976,0.007880473
19086,KRTAP4-1,-1.724489861,0.007882041
19087,ZNF350-AS1,-1.801752271,0.007882041
19089,PABPC3,-1.724489861,0.007882041
19090,KIAA0586,-1.801752271,0.007882041
19091,FKBP1AP1,-1.724489861,0.007882041
19092,CDC42P3,-1.801752271,0.007882041
19093,LINC00681,-1.371723135,0.007898372
19094,TOR1AIP1,1.251186344,0.00790167
19096,GPSM3,-1.330168679,0.00790951
19099,MAG,-1.384942352,0.007920815
19102,SNORD114-19,-1.885625839,0.007921076
19103,LOC107986794,-1.793569143,0.007921076
19104,LOC728673,2.053297307,0.007921076
19106,KRTAP9-1,-1.793569143,0.007921076
19109,LOC101929709,1.246361631,0.007928709
19111,LINC01780,1.262197107,0.007931301
19117,CCDC38,1.277685822,0.007943257
19118,LOC105375744,1.25211447,0.007944186
19120,MED12L,1.248053604,0.007951194
19121,S100A16,-1.327306822,0.007957967
19156,PJVK,1.242593656,0.00797202
19160,EPSTI1,1.305327779,0.007973956
19164,FFAR2,-1.513709017,0.00797675
19165,C22orf24,-1.513709017,0.00797675
19166,SNORA88,-1.513709017,0.00797675
19168,ESRRB,-1.513709017,0.00797675
19172,MIPEP,1.272614542,0.007978025
19177,ICAM4,-1.363829502,0.00798197
19179,OR6B2,-1.626852988,0.007984454
19180,AKR1C2,-1.626852988,0.007984454
19181,KRTAP17-1,-1.578235358,0.007984454
19182,RRM1,-1.626852988,0.007984454
19185,DCAF13P3,-1.578235358,0.007984454
19188,MIR1265,-1.578235358,0.007984454
19190,MIR520A,-1.578235358,0.007984454
19193,SEMA6D,1.271661665,0.007984586
19199,MRPL32,1.256216174,0.008001687
19201,S100A12,-1.559171023,0.008012332
19203,BLK,-1.520877771,0.008012332
19204,LINC01620,-1.559171023,0.008012332
19205,LINC02314,-1.559171023,0.008012332
19207,KRT73,-1.559171023,0.008012332
19209,MIR300,-1.559171023,0.008012332
19210,LOC101927604,-1.559171023,0.008012332
19212,RPTOR,-1.374701188,0.00802011
19213,ABI3,-1.391156001,0.00802011
19215,NYX,-1.374701188,0.00802011
19216,SNORD66,-1.391156001,0.00802011
19218,ORC3,1.252628005,0.008033351
19221,KCNT2,1.239539554,0.008040693
19227,PSIP1,1.252305437,0.008048592
19228,PAX6,1.252986202,0.008051194
19230,ACVRL1,-1.323233837,0.008059363
19231,MYO3B,1.341481616,0.008059694
19236,C1orf94,-1.317560054,0.008059694
19239,HSPA12B,-1.304329052,0.008072846
19241,DCP2,1.246361877,0.00808875
19244,OR4K14,1.522425344,0.00809171
19248,LOC105372440,-1.467102216,0.00809171
19251,RPEL1,-1.467102216,0.00809171
19252,C9orf24,-1.467102216,0.00809171
19255,LINC02714,-1.467102216,0.00809171
19256,PRDM5,1.244823485,0.008097481
19261,DQX1,-1.366302899,0.008098353
19262,SNORD80,-1.33085371,0.008104221
19263,ITGA6-AS1,-1.383694798,0.008107612
19264,SPRYD7,1.251369924,0.008109961
19266,GRM3,1.243355968,0.008115192
19268,RPL38,-1.294993372,0.00813118
19270,LAMA5-AS1,-1.348847637,0.008131466
19271,ENTPD8,-1.348847637,0.008131466
19275,CDK17,1.255411866,0.008131736
19285,CEACAM5,-1.422302094,0.008152199
19286,TLR6,-1.422302094,0.008152199
19287,SNORA25,-1.400984385,0.008152199
19291,NUP42,1.262744379,0.008155838
19297,LINC00457,-1.359291004,0.008161313
19298,PCDHA3,-1.66164373,0.008174232
19299,LINC02667,-1.607557545,0.008174232
19300,ERC1,-1.66164373,0.008174232
19301,PUS7,-1.607557545,0.008174232
19302,HMGB3P1,-1.66164373,0.008174232
19303,SPATA7,1.249624701,0.008175161
19304,ZNF512B,-1.316210663,0.008177328
19321,LOC102723665,1.251599578,0.008197786
19322,TXNDC9,1.255895063,0.008205459
19323,TRIM23,1.245491759,0.008206008
19326,LOC101928505,-1.305812044,0.008207467
19328,RALB,1.248834564,0.00821034
19330,RHOF,-1.265065309,0.008212052
19331,SLITRK4,1.240988383,0.008212344
19336,LINC00284,-1.581186108,0.00821279
19339,FAM243B,-1.581186108,0.00821279
19340,FAM243A,-1.581186108,0.00821279
19344,SNORA79,-1.581186108,0.00821279
19349,LUCAT1,1.333743619,0.008221246
19350,HSD17B14,-1.304585176,0.008234257
19351,TBC1D3G,-6.600767489,0.008236686
19352,TBC1D3I,-6.600767489,0.008236686
19353,TBC1D3E,-6.600767489,0.008236686
19354,TBC1D3C,-6.600767489,0.008236686
19355,FAM90A26,-6.600767489,0.008236686
19356,TBC1D3D,-6.600767489,0.008236686
19357,TRAPPC13,1.244528735,0.008243826
19361,SLC16A2,1.252491983,0.008246546
19363,MIR6805,-1.365462114,0.008252878
19364,CA6,-1.416169742,0.008257446
19367,LINC01653,-1.416169742,0.008257446
19369,LOC101927972,-1.440345316,0.008257446
19372,LCN9,-1.440345316,0.008257446
19374,RNF180,1.247350229,0.008258963
19375,MGAT2,1.245658794,0.008259194
19376,KTN1,1.259268428,0.008273572
19381,KTN1-AS1,1.260309576,0.008273572
19383,LUZP4,-1.478144344,0.008282803
19384,OR2AG2,-1.478144344,0.008282803
19386,MCTP2,-1.478144344,0.008282803
19387,CD47,1.247182614,0.008283981
19390,HDAC9,1.245757001,0.008292081
19414,ADGRB1,-1.293981612,0.008316917
19416,LINC00454,-1.428566708,0.008318032
19421,CSRNP3,1.24981158,0.008320277
19422,LVRN,1.251842612,0.008324862
19423,RAB29,-1.318766953,0.008336467
19427,SCRN2,-1.295343575,0.008351533
19430,EPB41,-1.270970187,0.008364618
19432,LINC01799,-1.399323492,0.008368112
19433,SLC16A9,1.243439834,0.00836818
19434,MIR1256,-1.704280793,0.008371038
19437,SNORD114-24,-1.704280793,0.008371038
19438,PRPSAP2,-1.704280793,0.008371038
19442,LINC00431,-1.515232856,0.008375903
19451,CDKN1B,1.260089824,0.008389711
19454,GPR161,1.250749836,0.008412117
19460,MLLT10,1.242239399,0.008424397
19462,SYCE2,-1.346964867,0.008426405
19463,RIPK2,1.236158166,0.008438073
19464,CKAP2,1.24336666,0.008441514
19465,FAM71A,-1.448363701,0.008443678
19466,BMX,-1.448363701,0.008443678
19467,MIR7160,-1.422908415,0.008443678
19468,CHD9,1.242835635,0.008444261
19472,RPGR,1.240202796,0.008475926
19473,TMA16,1.236063302,0.008479329
19474,ELOVL4,1.236158734,0.008482023
19476,SNORA71D,-1.337557442,0.008488666
19477,SYTL2,1.241940531,0.008491427
19481,VAPA,1.250758203,0.008497021
19483,MIR135A2,-1.375737977,0.008500337
19484,EIF3L,-1.375737977,0.008500337
19485,ANKRD54,-1.375737977,0.008500337
19488,MIR4487,-1.359283165,0.008500337
19489,RPL36AL,1.241966196,0.008507305
19490,LOC102467080,1.30891668,0.0085148
19491,NPFF,-1.311248672,0.008521152
19494,CADM2,1.233345858,0.008522673
19496,SMC5,1.253907644,0.008533982
19497,CDKN2B,1.238451521,0.008538054
19499,ZFP36L1,-1.251651378,0.008546845
19500,FAIM,1.276414855,0.00854819
19501,SMC5-AS1,1.251208013,0.008560384
19502,EPOR,-1.305669371,0.008570352
19504,FGA,-1.346360399,0.008571838
19505,SIGLEC15,-1.33283636,0.008571838
19507,MIR3922,-1.474320405,0.008583013
19508,SNORD41,-1.474320405,0.008583013
19510,ZNF664,1.243473365,0.008592489
19511,ZNF664-RFLNA,1.243473365,0.008592489
19514,LINC01625,1.260481377,0.008595117
19516,TBCA,1.250521365,0.008595955
19519,DCAF17,1.238239191,0.008598191
19521,GVQW2,1.24146372,0.008602412
19524,OR1I1,-1.533028611,0.008609316
19525,C3AR1,-1.533028611,0.008609316
19529,CLC,-1.533028611,0.008609316
19530,MIR3150B,-1.390252382,0.008610782
19531,CYYR1-AS1,1.300304839,0.008612905
19532,CA4,-1.325541749,0.008613844
19533,UCN2,-1.325541749,0.008613844
19537,TSPYL4,1.239149639,0.008624776
19539,SNX31,-1.322618039,0.008628391
19542,CDK6,1.23348733,0.008642096
19543,NR2F1-AS1,1.234364039,0.008647887
19544,LOC100129148,-1.430356668,0.008649298
19545,PRKAR1A,-1.430356668,0.008649298
19546,IL15RA,-1.457234723,0.008649298
19548,DEFB123,-1.378991303,0.008655335
19552,MINCR,-1.29712479,0.008663325
19554,ACTR10,1.246911076,0.008667338
19556,CBLN1,1.242240889,0.008669159
19557,OXSR1,1.242410044,0.008669671
19558,CCDC28A,1.239139749,0.008670345
19560,SLC5A4,-1.597157992,0.00867532
19561,MIR521-1,-1.597157992,0.00867532
19562,NPC1,1.251000306,0.008691861
19575,LINC01940,-1.420588524,0.008699675
19576,LINC01727,-1.420588524,0.008699675
19577,GPD2,1.23124653,0.008707565
19579,HINT1,1.236781271,0.008715283
19583,UBR5-AS1,1.228787132,0.008719988
19584,CSMD3,1.242606614,0.008729227
19588,LINC00452,-1.768246475,0.008732811
19589,BSPH1,-1.768246475,0.008732811
19590,ACOD1,1.354307985,0.008738009
19591,TEX38,-1.410043796,0.008738289
19592,NANOS3,-1.433062171,0.008738289
19595,SQLE,1.235184737,0.008739972
19596,FAM157C,-2.109822421,0.00874119
19597,HERC2P10,-2.109822421,0.00874119
19598,FAM157B,-2.109822421,0.00874119
19599,RPL29,-1.323548675,0.008741562
19601,DAB1,-1.265592028,0.008748734
19602,SLC29A2,-1.265592028,0.008748734
19604,DLEC1,-1.298845017,0.008752331
19605,CHRNB2,-1.308172189,0.008752331
19609,SOWAHD,-1.274650709,0.008753938
19610,LOC100128317,-1.287320124,0.008755871
19611,LINC01704,1.322924901,0.008756148
19612,SLC36A4,1.235532282,0.008758538
19613,RARB,1.239948882,0.008766387
19614,ARHGEF3-AS1,-1.402692729,0.008768074
19615,MIR1301,-1.381375021,0.008768074
19618,CEP55,1.246341214,0.008791298
19621,SRGAP3-AS2,-1.370059012,0.008809047
19623,UTS2R,-1.370059012,0.008809047
19625,MIR6822,-1.388874473,0.008809047
19627,LOC100506990,-1.454680486,0.008816683
19628,MIR6072,-1.454680486,0.008816683
19629,OR10D3,-1.454680486,0.008816683
19630,ZC3H14,-1.486266375,0.008816683
19631,ACSF3,-1.454680486,0.008816683
19633,LINC01020,-1.486266375,0.008816683
19635,PACRGL,-1.454680486,0.008816683
19637,MIR520F,-1.853148719,0.00882713
19638,ZNF585B,-1.853148719,0.00882713
19644,ABI3BP,1.270510131,0.008843784
19651,CNPY1,-1.288481446,0.008845727
19654,NPM3,-1.288481446,0.008845727
19655,KNCN,-1.288481446,0.008845727
19657,ACOT2,-1.338612111,0.008848175
19660,CBFA2T3,-1.350164005,0.008852852
19661,GPR37L1,-1.298196683,0.008852914
19662,BCL2L10,-1.333798241,0.008856252
19665,MIR1227,-1.329730775,0.008860155
19666,SULT6B1,-1.314583518,0.00886131
19671,NBPF25P,-1.553763883,0.008869555
19672,SMIM34A,-1.553763883,0.008869555
19675,SHLD3,1.232511422,0.008872173
19684,XRN1,1.244224583,0.008910919
19686,CREBZF,1.234640622,0.008919238
19691,HIST1H1T,-1.42778827,0.008920599
19692,RRM2B,1.224900253,0.008928411
19703,CYCSP52,-1.630566825,0.008938177
19704,SMIM17,-1.630566825,0.008938177
19705,ARMCX6,1.254668237,0.008938825
19710,LIMCH1,1.245608076,0.008950005
19711,PRKRA,1.223326266,0.008964567
19712,ERGIC3,-1.256749305,0.008968118
19714,MIR4691,-1.408123737,0.008973067
19715,MALL,-1.315397211,0.008992043
19717,PROB1,-1.280597207,0.008994468
19719,TIFAB,-1.488509304,0.008995603
19720,OR1G1,-1.526802556,0.008995603
19721,MIR5591,-1.526802556,0.008995603
19723,AOC4P,-1.526802556,0.008995603
19724,SNORD116-29,-1.526802556,0.008995603
19725,SCARNA4,-1.526802556,0.008995603
19726,CCR2,-1.488509304,0.008995603
19727,MIR4721,-1.393116964,0.008998261
19728,CUL5,1.233459055,0.009008903
19729,PPP2CB,1.23689418,0.009030352
19730,C10orf53,1.261088,0.009032076
19732,WAC,1.23374495,0.009035254
19734,GLA,1.244071315,0.009040391
19735,MRGPRF-AS1,-1.274419123,0.009040527
19736,WNT1,-1.288945413,0.009042836
19737,CAV2,1.236141398,0.009061259
19739,PHC2,-1.465985383,0.009077977
19740,RNASE13,-1.465985383,0.009077977
19741,FBP2,-1.465985383,0.009077977
19742,AQP9,-1.465985383,0.009077977
19745,FAM83G,-1.309820086,0.009079683
19746,RRAGA,1.228604775,0.009084339
19747,GLUL,1.232157992,0.009089316
19748,FAM161A,1.232983415,0.009091995
19751,GUCA1C,1.333299224,0.009095967
19753,TMEM126B,1.225260741,0.009103482
19766,TP73-AS1,-1.288326438,0.009111259
19770,ESAM,-1.265019058,0.009113231
19771,SNHG17,-1.315121591,0.009121911
19786,PKIG,-1.45121398,0.009131606
19787,FAM86B2,-1.45121398,0.009131606
19790,SYT17,-1.45121398,0.009131606
19792,C2-AS1,-1.45121398,0.009131606
19793,PRKG2,1.23565453,0.009132561
19797,COQ10B,1.220763259,0.00914173
19799,SMIM8,1.233604136,0.00915332
19803,CCDC168,-1.435773797,0.009165888
19805,MYL12A,-1.435773797,0.009165888
19806,IL1R2,-1.435773797,0.009165888
19807,SAG,-1.463692146,0.009165888
19808,TG,-1.435773797,0.009165888
19809,PLEK,-1.435773797,0.009165888
19810,MIR3135A,-1.463692146,0.009165888
19812,MIR641,-1.336912246,0.009167125
19813,MIR1276,-1.336912246,0.009167125
19814,CASP8,-1.298733523,0.00916727
19818,RUNX2,1.299846674,0.009169025
19822,RPS7P5,-1.339804324,0.009175789
19823,ARHGEF11,1.238766095,0.009177943
19825,HOXB13,-1.358431938,0.009183971
19826,RAB8A,1.243283897,0.009186823
19827,LOC388813,1.512931763,0.009186916
19828,IQCF6,-1.399851687,0.009186916
19829,F2,-1.425306973,0.009186916
19833,LINC00917,-1.399851687,0.009186916
19834,RAPGEF6,1.227360222,0.009187269
19841,RWDD3,1.229338238,0.009198035
19842,LOC101928118,1.228786681,0.009198035
19849,PRSS55,-1.372346684,0.009202453
19851,DMBX1,-1.258387188,0.009204744
19852,AGPS,1.249024516,0.009208758
19853,EFCAB2,1.225322035,0.009217343
19857,INPP5A,-1.671928065,0.009218141
19858,LOC100128108,-1.671928065,0.009218141
19859,CYP2B6,-1.671928065,0.009218141
19872,MTAP,1.225342592,0.00921895
19878,DGKZ,-1.288813013,0.009231989
19879,CTNNA1,-1.250787885,0.009244548
19881,TSHZ1,1.230072192,0.009264869
19883,LINC01268,-1.546481636,0.009292949
19885,SIGLEC8,-1.546481636,0.009292949
19886,HSD17B3,-1.504875103,0.009292949
19887,LINC02474,-1.504875103,0.009292949
19888,SIN3B,-1.546481636,0.009292949
19890,NECAP1,1.257631041,0.009293983
19891,NKX1-1,-1.289963768,0.009297275
19892,CHD5,-1.28050556,0.009298413
19893,SLC16A14,1.229188793,0.009299663
19895,ELOVL3,-1.267015419,0.009305803
19896,LOC100130207,1.218442933,0.00930693
19910,LOC100130691,1.247794258,0.009315435
19911,RP9,1.231331885,0.00931687
19912,PKMYT1,-1.273653899,0.009318035
19916,KCNH7,1.225673437,0.009323646
19918,LINC02246,1.332766,0.009327514
19919,LOC101927870,-1.255900662,0.009329692
19920,FXYD5,-1.301418924,0.009343654
19924,KIF18B,-1.301418924,0.009343654
19930,LMBR1,1.231246355,0.009352707
19944,HEATR5B,1.226742825,0.009361487
19947,LOC100287387,-1.268788677,0.009377048
19948,BRD1,-1.365812238,0.009388167
19949,HHLA2,-1.348148626,0.009388167
19952,UCN3,-1.365812238,0.009388167
19958,LOC105375690,1.227939257,0.009388235
19962,SAMD3,-1.303722295,0.009396601
19964,UBXN2B,1.232148777,0.00940944
19967,NUDT15,1.222638315,0.009409702
19971,MIR548AE2,-1.462056532,0.009416539
19972,FOXD4,-1.462056532,0.009416539
19973,ZNF217,-1.462056532,0.009416539
19974,ACOT11,-1.280447965,0.009435596
19976,MIR5694,-1.412022939,0.009441837
19977,LINC01861,-1.389004563,0.009441837
19978,LOC100129034,-1.412022939,0.009441837
19979,MRPL28,-1.260935015,0.009444009
19980,OR4C6,1.475353123,0.009448279
19981,GAST,-1.433016839,0.009448604
19982,LOC101928131,-1.319788812,0.009457105
19983,HNRNPH2,1.238074392,0.009460045
19984,ZNF573,1.31760263,0.009471826
19989,DDX50,1.230219028,0.009472527
19990,TP73,-1.321644871,0.009479091
19994,LINC01298,-1.321644871,0.009479091
19998,LINC00620,-1.273579268,0.009490619
19999,PML,-1.263385784,0.009497246
20001,RBFOX2,-1.302673495,0.009504546
20007,HPX,-1.314062312,0.009504546
20011,IFT52,1.254332106,0.00950807
20019,SRSF12,1.242245384,0.009522542
20020,TRIM31-AS1,-1.325480178,0.009525837
20022,TYMS,1.229686937,0.009526979
20026,MIR4456,-1.3601534,0.009550537
20027,C10orf67,1.240792257,0.00955087
20030,LINC01645,-1.289273345,0.009571883
20031,GATA5,-1.290649115,0.009578863
20033,WAC-AS1,1.224513775,0.009585117
20036,ZADH2,1.224108445,0.009587025
20037,NLRP14,1.219528401,0.009587281
